"野村日本株高配当70 日次指数値"
※  2000年12月29日 = 10000
,円ベース,,米ドルベース,,円ベース
年月日,配当除く,配当含む,配当除く,配当含む,配当課税考慮済、居住者,配当課税考慮済、非居住者
20030903,10461.29,10950.38,10357.18,10841.40,10851.94,10851.94
20030904,10456.82,10945.70,10281.44,10762.12,10847.30,10847.30
20030905,10429.49,10917.10,10254.13,10733.53,10818.95,10818.95
20030908,10470.56,10960.08,10272.09,10752.34,10861.56,10861.56
20030909,10610.97,11107.06,10477.38,10967.22,11007.21,11007.21
20030910,10623.50,11120.18,10457.41,10946.31,11020.21,11020.21
20030911,10476.14,10965.93,10273.62,10753.94,10867.35,10867.35
20030912,10637.20,11134.51,10440.47,10928.59,11034.41,11034.41
20030916,10750.34,11252.95,10596.79,11092.21,11151.79,11151.79
20030917,10794.92,11299.61,10671.86,11170.79,11198.03,11198.03
20030918,10793.14,11297.74,10708.33,11208.96,11196.18,11196.18
20030919,10796.66,11301.42,10765.27,11268.57,11199.83,11199.83
20030922,10697.97,11198.13,10944.68,11456.37,11097.46,11097.46
20030924,10827.26,11333.45,11126.48,11646.67,11231.57,11231.57
20030925,10553.50,11112.01,10808.91,11380.93,11005.67,11005.67
20030926,10479.52,11034.12,10747.51,11316.29,10928.52,10928.52
20030929,10318.37,10864.43,10643.98,11207.28,10760.46,10760.46
20030930,10447.68,11000.58,10865.66,11440.69,10895.31,10895.31
20031001,10538.30,11096.00,10885.03,11461.08,10989.81,10989.81
20031002,10795.55,11366.86,11169.82,11760.94,11258.08,11258.08
20031003,10949.91,11529.39,11393.14,11996.08,11419.05,11419.05
20031006,10913.42,11490.98,11300.94,11899.00,11381.01,11381.01
20031007,10928.70,11507.07,11348.46,11949.05,11396.94,11396.94
20031008,10849.23,11423.39,11356.26,11957.25,11314.06,11314.06
20031009,10867.97,11443.12,11448.88,12054.77,11333.60,11333.60
20031010,10961.94,11542.07,11583.46,12196.48,11431.61,11431.61
20031014,10963.40,11543.60,11478.90,12086.38,11433.12,11433.12
20031015,11000.58,11582.75,11586.46,12199.63,11471.90,11471.90
20031016,11060.93,11646.30,11540.01,12150.73,11534.84,11534.84
20031017,11020.58,11603.81,11531.41,12141.67,11492.75,11492.75
20031020,11154.35,11744.66,11714.60,12334.55,11632.26,11632.26
20031021,11094.43,11681.56,11602.87,12216.92,11569.77,11569.77
20031022,10915.84,11493.53,11449.45,12055.38,11383.53,11383.53
20031023,10477.09,11031.55,10994.27,11576.10,10925.98,10925.98
20031024,10538.71,11096.44,11053.88,11638.88,10990.24,10990.24
20031027,10739.30,11307.64,11351.85,11952.61,11199.43,11199.43
20031028,10852.13,11426.45,11515.08,12124.48,11317.09,11317.09
20031029,10993.19,11574.97,11691.74,12310.49,11464.19,11464.19
20031030,11045.35,11629.89,11741.24,12362.60,11518.58,11518.58
20031031,11007.49,11590.03,11604.37,12218.50,11479.11,11479.11
20031104,11199.82,11792.54,11661.09,12278.22,11679.68,11679.68
20031105,11242.19,11837.15,11768.66,12391.48,11723.86,11723.86
20031106,10961.97,11542.09,11461.21,12067.76,11431.63,11431.63
20031107,11060.55,11645.90,11544.33,12155.27,11534.44,11534.44
20031110,10979.45,11560.50,11533.02,12143.36,11449.86,11449.86
20031111,10746.18,11314.88,11347.11,11947.62,11206.60,11206.60
20031112,10634.66,11197.47,11243.82,11838.87,11090.30,11090.30
20031113,10722.04,11289.47,11369.69,11971.39,11181.43,11181.43
20031114,10645.54,11208.92,11309.44,11907.95,11101.64,11101.64
20031117,10239.44,10781.33,10748.32,11317.14,10678.15,10678.15
20031118,10248.72,10791.10,10805.95,11377.82,10687.83,10687.83
20031119,10175.94,10714.47,10818.56,11391.10,10611.93,10611.93
20031120,10282.25,10826.40,10845.28,11419.23,10722.79,10722.79
20031121,10339.51,10886.70,10909.69,11487.04,10782.51,10782.51
20031125,10470.25,11024.36,10990.11,11571.72,10918.85,10918.85
20031126,10563.28,11122.30,11091.80,11678.80,11015.86,11015.86
20031127,10595.18,11155.90,11158.96,11749.51,11049.13,11049.13
20031128,10513.26,11069.65,11047.87,11632.54,10963.71,10963.71
20031201,10733.65,11301.71,11292.89,11890.54,11193.55,11193.55
20031202,10790.23,11361.28,11313.56,11912.31,11252.55,11252.55
20031203,10723.47,11290.99,11341.37,11941.59,11182.93,11182.93
20031204,10781.53,11352.13,11451.27,12057.31,11243.48,11243.48
20031205,10797.76,11369.21,11452.09,12058.17,11260.40,11260.40
20031208,10622.74,11184.93,11344.48,11944.87,11077.88,11077.88
20031209,10672.10,11236.90,11439.73,12045.16,11129.36,11129.36
20031210,10561.36,11120.30,11171.47,11762.70,11013.88,11013.88
20031211,10647.28,11210.77,11299.27,11897.27,11103.48,11103.48
20031212,10719.02,11286.31,11411.25,12015.17,11178.29,11178.29
20031215,10891.31,11467.71,11593.05,12206.59,11357.96,11357.96
20031216,10778.80,11349.25,11492.46,12100.67,11240.64,11240.64
20031217,10721.06,11288.45,11457.47,12063.84,11180.42,11180.42
20031218,10815.16,11387.53,11554.80,12166.32,11278.55,11278.55
20031219,10887.96,11464.19,11625.02,12240.25,11354.47,11354.47
20031222,10956.03,11535.86,11696.07,12315.06,11425.46,11425.46
20031224,10907.41,11484.67,11676.71,12294.68,11374.76,11374.76
20031225,10902.32,11488.77,11687.05,12315.72,11377.88,11377.88
20031226,10954.68,11543.95,11754.15,12386.42,11432.53,11432.53
20031229,10983.07,11573.87,11789.56,12423.74,11462.15,11462.15
20031230,11101.62,11698.79,11925.17,12566.64,11585.87,11585.87
20040105,11238.17,11842.69,12077.50,12727.16,11728.38,11728.38
20040106,11294.06,11901.58,12200.90,12857.20,11786.71,11786.71
20040107,11264.79,11870.74,12179.01,12834.14,11756.16,11756.16
20040108,11299.01,11906.80,12228.67,12886.47,11791.88,11791.88
20040109,11333.26,11942.89,12166.03,12820.46,11827.61,11827.61
20040113,11280.70,11887.51,12165.88,12820.30,11772.77,11772.77
20040114,11289.42,11896.70,12213.69,12870.68,11781.87,11781.87
20040115,11208.73,11811.66,12125.24,12777.48,11697.65,11697.65
20040116,11268.80,11874.97,12218.99,12876.27,11760.35,11760.35
20040119,11371.46,11983.14,12223.60,12881.12,11867.48,11867.48
20040120,11420.76,12035.10,12250.24,12909.20,11918.94,11918.94
20040121,11367.67,11979.15,12203.54,12859.99,11863.53,11863.53
20040122,11458.82,12075.21,12330.78,12994.07,11958.66,11958.66
20040123,11502.08,12120.80,12462.53,13132.91,12003.81,12003.81
20040126,11489.18,12107.20,12426.29,13094.72,11990.34,11990.34
