"野村日本株高配当70・配当総額加重型 日次指数値"
※  2000年12月29日 = 10000
,円ベース
年月日,配当除く,配当含む
20210210,19071.55,33431.40
20210212,19084.71,33454.47
20210215,19164.89,33595.03
20210216,19281.55,33799.53
20210217,19286.78,33808.70
20210218,19048.96,33391.81
20210219,18955.00,33227.11
20210222,19042.13,33379.84
20210224,18939.97,33200.75
20210225,19209.41,33681.78
20210226,18666.51,32733.69
20210301,18954.88,33239.39
20210302,18848.25,33052.39
20210303,19045.11,33397.61
20210304,18908.47,33157.99
20210305,19043.64,33395.03
20210308,19201.87,33672.51
20210309,19586.67,34347.29
20210310,19637.86,34437.05
20210311,19625.02,34414.53
20210312,19779.26,34685.01
20210315,19987.78,35050.67
20210316,20061.32,35179.64
20210317,20071.49,35197.48
20210318,20322.71,35638.01
20210319,20403.77,35780.15
20210322,20260.51,35528.93
20210323,20186.28,35398.77
20210324,19754.75,34642.03
20210325,20104.20,35254.84
20210326,20366.36,35714.57
20210329,20448.76,35859.06
20210330,20205.37,35911.20
20210331,19871.30,35317.76
20210401,19737.90,35080.67
20210402,19702.94,35018.52
20210405,19917.66,35400.15
20210406,19675.66,34970.04
20210407,19855.71,35290.05
20210408,19687.92,34991.83
20210409,19749.65,35101.56
20210412,19757.06,35114.73
20210413,19798.00,35187.48
20210414,19712.33,35035.23
20210415,19831.72,35247.41
20210416,19881.77,35336.37
20210419,19855.37,35289.45
20210420,19548.13,34743.38
20210421,19237.50,34191.28
20210422,19478.00,34618.73
20210423,19443.95,34558.22
20210426,19426.86,34527.85
20210427,19247.84,34209.67
20210428,19391.42,34464.86
20210430,19313.28,34332.48
20210506,19717.08,35050.29
20210507,19863.35,35310.31
20210510,20026.18,35599.78
20210511,19739.46,35090.08
20210512,19491.29,34648.92
20210513,19372.35,34437.47
20210514,19726.66,35067.32
20210517,19715.17,35046.91
20210518,19973.86,35506.76
20210519,19893.57,35364.03
20210520,19813.30,35221.33
20210521,19891.46,35360.28
20210524,20025.15,35597.95
20210525,20063.85,35666.73
20210526,20033.71,35613.15
20210527,19931.83,35432.06
20210528,20317.47,36117.59
20210531,20059.78,35680.66
20210601,20113.51,35776.24
20210602,20333.50,36167.52
20210603,20512.64,36486.16
20210604,20578.54,36603.38
20210607,20637.34,36707.96
20210608,20597.54,36637.18
20210609,20552.69,36557.41
20210610,20489.83,36445.59
20210611,20422.21,36325.32
20210614,20410.90,36305.20
20210615,20518.88,36497.26
20210616,20584.83,36614.58
20210617,20493.00,36451.24
20210618,20204.80,35938.61
20210621,19729.10,35092.47
20210622,20395.38,36277.59
20210623,20307.67,36121.58
20210624,20295.68,36100.26
20210625,20442.26,36360.98
20210628,20470.02,36410.35
20210629,20177.80,36003.74
20210630,20142.19,35940.20
20210701,20078.55,35826.65
20210702,20270.21,36168.62
20210705,20196.16,36036.49
20210706,20287.06,36198.69
20210707,20044.67,35766.20
20210708,19931.16,35563.65
20210709,19900.09,35508.21
20210712,20236.28,36108.08
20210713,20451.14,36491.47
20210714,20408.64,36415.62
20210715,20218.22,36075.85
20210716,20160.34,35972.59
20210719,19986.73,35662.80
20210720,19871.51,35457.22
20210721,19956.33,35608.56
20210726,20151.03,35955.97
20210727,20236.35,36108.21
20210728,20135.40,35928.08
20210729,20045.27,35776.40
20210730,19783.64,35309.46
20210802,20261.73,36162.75
20210803,20218.30,36085.22
20210804,20097.40,35869.46
20210805,20119.19,35908.35
20210806,20098.95,35872.22
20210810,20084.68,35846.75
20210811,20389.88,36391.46
20210812,20442.20,36484.85
20210813,20464.22,36524.13
20210816,20158.40,35978.32
20210817,20115.61,35901.96
20210818,20204.40,36060.43
20210819,19834.50,35400.23
20210820,19586.96,34958.42
20210823,19904.04,35524.35
20210824,19989.56,35676.98
20210825,19981.10,35661.88
20210826,19972.83,35647.12
20210827,19876.06,35474.41
20210830,20118.16,35914.84
20210831,20144.12,35966.94
20210901,20372.95,36375.51
20210902,20445.01,36504.17
20210903,20741.64,37033.80
20210906,20999.36,37493.96
20210907,21167.67,37794.47
20210908,21267.10,37972.00
20210909,21210.49,37870.93
20210910,21456.32,38309.86
20210913,21523.72,38430.19
20210914,21738.11,38812.98
20210915,21518.57,38421.00
20210916,21551.82,38480.36
20210917,21594.76,38557.03
20210921,21212.43,37874.40
20210922,20926.44,37363.75
20210924,21384.70,38181.97
20210927,21469.88,38334.07
20210928,21563.78,38501.72
20210929,21117.33,38184.49
20210930,20983.07,37941.70
20211001,20555.37,37168.33
20211004,20548.02,37155.05
20211005,20462.08,36999.64
20211006,20527.79,37118.46
20211007,20513.38,37092.41
20211008,20718.66,37463.60
20211011,21063.15,38086.51
20211012,21078.61,38114.46
20211013,21013.58,37996.87
20211014,21017.72,38004.36
20211015,21356.16,38616.33
20211018,21393.05,38683.04
20211019,21295.25,38506.20
20211020,21272.51,38465.07
20211021,21098.71,38150.81
20211022,21028.91,38024.60
20211025,20897.10,37786.26
20211026,21144.07,38232.83
20211027,21102.03,38156.82
20211028,20925.10,37836.89
20211029,20943.07,37873.11
20211101,21389.70,38680.79
20211102,21155.21,38256.73
20211104,21300.43,38519.35
20211105,21068.93,38100.70
20211108,21001.25,37978.31
20211109,20815.67,37642.71
20211110,20729.07,37486.11
20211111,20794.38,37604.22
20211112,21093.43,38145.02
20211115,21060.87,38086.13
20211116,21192.70,38324.52
20211117,21036.69,38042.40
20211118,20974.51,37929.97
20211119,21073.48,38108.93
20211122,21081.45,38123.35
20211124,21030.16,38030.60
20211125,21173.01,38288.93
20211126,20741.49,37508.56
20211129,20337.82,36778.58
20211130,20097.23,36361.43
20211201,20215.60,36575.61
20211202,20132.86,36425.91
20211203,20456.27,37011.04
20211206,20423.71,36952.13
20211207,20819.51,37668.24
20211208,20819.25,37667.78
20211209,20713.38,37476.23
20211210,20632.53,37329.94
20211213,20641.31,37345.84
20211214,20721.37,37490.69
20211215,20854.80,37732.09
20211216,21171.72,38305.49
20211217,21090.88,38159.23
20211220,20642.96,37348.82
20211221,20892.28,37799.91
20211222,20861.25,37743.76
20211223,21047.08,38079.98
20211224,20976.85,37952.91
20211227,20906.45,37825.54
20211228,21164.61,38292.62
20211229,21042.23,38218.57
20211230,21013.25,38165.93
20220104,21391.71,38853.32
20220105,21756.11,39515.18
20220106,21606.21,39242.90
20220107,21672.51,39363.34
20220111,21758.54,39519.59
20220112,21932.99,39836.44
20220113,21999.68,39957.56
20220114,21817.88,39627.37
20220117,21964.04,39892.83
20220118,21865.18,39713.27
20220119,21472.45,38999.97
20220120,21643.27,39310.23
20220121,21537.87,39118.79
20220124,21607.04,39244.43
20220125,21450.18,38959.52
20220126,21310.98,38706.69
20220127,21041.84,38217.86
20220128,21362.11,38809.30
20220131,21381.66,38844.96
20220201,21334.65,38759.56
20220202,21583.98,39212.52
20220203,21684.58,39395.30
20220204,21795.48,39596.77
20220207,21829.45,39658.50
20220208,21941.57,39862.19
20220209,21977.44,39927.35
20220210,22039.50,40040.10
20220214,21815.12,39632.45
20220215,21634.51,39304.33
20220216,21981.76,39935.19
20220217,21935.95,39851.97
20220218,21928.77,39838.93
20220221,21855.92,39706.58
20220222,21487.71,39037.63
20220224,21089.84,38314.81
20220225,21122.33,38383.18
20220228,21221.55,38565.93
20220301,21279.70,38671.62
20220302,20925.75,38028.39
20220303,21311.40,38729.23
20220304,21097.71,38340.88
20220307,20775.97,37756.18
20220308,20237.70,36777.99
20220309,20342.07,36967.65
20220310,20993.11,38150.80
20220311,20829.43,37853.34
20220314,21030.57,38218.88
20220315,21199.98,38526.73
20220316,21394.06,38879.44
20220317,21705.62,39445.64
20220318,21810.24,39635.77
20220322,22310.83,40545.49
20220323,22646.38,41155.27
20220324,22683.07,41221.95
20220325,22677.58,41211.98
20220328,22681.52,41219.14
20220329,22893.58,41604.52
20220330,22434.99,41365.86
20220331,22220.66,40971.18
20220401,22258.39,41040.75
20220404,22302.74,41122.52
20220405,22098.52,40745.98
20220406,21864.11,40313.77
20220407,21683.25,39980.28
20220408,21698.25,40007.94
20220411,21772.41,40144.68
20220412,21610.47,39846.10
20220413,21811.54,40216.84
20220414,22065.05,40684.26
20220415,22026.78,40613.71
20220418,21888.08,40357.96
20220419,22106.45,40760.59
20220420,22341.22,41193.48
20220421,22377.57,41260.50
20220422,22201.79,40936.38
20220425,21936.39,40447.03
20220426,21871.13,40326.71
20220427,21718.76,40045.76
20220428,22191.98,40917.40
20220502,22176.52,40888.89
20220506,22488.81,41464.69
20220509,22187.87,40909.82
20220510,21991.29,40547.36
20220511,21809.08,40211.41
20220512,21605.33,39835.73
20220513,21831.34,40252.45
20220516,21779.31,40156.51
20220517,21856.34,40298.55
20220518,22079.25,40709.54
20220519,21883.75,40349.08
20220520,22045.92,40648.09
20220523,22299.71,41116.02
20220524,22236.90,41000.22
20220525,22255.37,41034.27
20220526,22353.64,41215.47
20220527,22414.23,41327.17
20220530,22636.64,41737.26
20220531,22510.26,41548.20
20220601,22886.88,42243.35
20220602,22806.03,42094.13
20220603,22771.56,42030.49
20220606,22866.03,42204.87
20220607,22993.57,42440.27
20220608,23264.40,42940.16
20220609,23270.54,42951.50
20220610,23075.43,42591.37
20220613,22755.75,42001.31
20220614,22507.71,41543.50
20220615,22281.51,41125.99
20220616,22473.33,41480.04
20220617,22187.47,40952.42
20220620,21990.50,40588.87
20220621,22365.88,41281.73
20220622,22358.14,41267.43
20220623,22348.08,41248.86
20220624,22330.04,41215.57
20220627,22458.63,41452.91
20220628,22757.39,42004.35
20220629,22490.21,41659.28
20220630,22255.87,41225.19
20220701,21951.28,40660.99
20220704,22219.92,41158.61
20220705,22339.95,41380.95
20220706,21964.47,40685.43
20220707,22236.57,41189.46
20220708,22226.90,41171.53
20220711,22636.24,41929.77
20220712,22427.98,41544.00
20220713,22387.41,41468.85
20220714,22407.07,41505.27
20220715,22376.08,41447.86
20220719,22455.23,41594.48
20220720,22836.14,42300.05
20220721,22820.74,42271.52
20220722,22828.53,42285.96
20220725,22762.85,42164.28
20220726,22773.05,42183.18
20220727,22782.88,42201.39
20220728,22764.66,42178.66
20220729,22568.87,41820.42
20220801,22702.13,42067.35
20220802,22309.38,41339.57
20220803,22321.35,41361.75
20220804,22217.93,41170.11
20220805,22417.53,41539.98
20220808,22460.64,41619.87
20220809,22298.91,41320.17
20220810,22363.12,41439.16
20220812,22668.54,42005.11
20220815,22768.51,42190.35
20220816,22691.97,42048.53
20220817,23058.79,42728.25
20220818,22945.70,42518.69
20220819,23005.42,42629.35
20220822,23105.89,42815.52
20220823,22934.82,42498.52
20220824,22902.37,42438.39
20220825,23022.11,42660.28
20220826,23068.63,42746.48
20220829,22820.57,42286.82
20220830,23093.80,42802.24
20220831,22960.84,42558.06
20220901,22653.18,41987.82
20220902,22627.83,41940.83
20220905,22595.13,41880.22
20220906,22588.37,41867.68
20220907,22584.40,41860.34
20220908,23019.13,42666.10
20220909,23104.32,42824.00
20220912,23218.37,43035.40
20220913,23272.67,43136.03
20220914,22922.44,42486.88
20220915,22982.17,42597.60
20220916,22895.40,42436.76
20220920,23086.35,42790.70
20220921,22785.57,42233.20
20220922,22799.68,42259.35
20220926,22182.99,41116.32
20220927,22292.44,41319.19
20220928,22053.90,40877.04
20220929,22224.78,41780.65
20220930,21875.20,41124.64
20221003,21922.05,41212.72
20221004,22666.62,42612.49
20221005,22674.77,42627.81
20221006,22732.27,42735.90
20221007,22512.39,42322.55
20221011,22255.28,41839.19
20221012,22232.79,41796.91
20221013,22089.21,41526.98
20221014,22573.73,42437.86
20221017,22366.71,42048.67
20221018,22535.92,42366.77
20221019,22565.41,42422.23
20221020,22533.55,42362.32
20221021,22362.40,42040.57
20221024,22385.40,42083.80
20221025,22692.99,42662.07
20221026,22790.94,42846.20
20221027,22493.64,42287.30
20221028,22483.54,42268.31
20221031,22761.25,42792.18
20221101,23012.54,43264.62
20221102,23143.11,43510.09
20221104,22907.67,43067.46
20221107,23137.00,43498.61
20221108,23371.47,43939.42
20221109,23215.75,43646.65
20221110,23143.97,43511.71
20221111,23285.38,43777.57
20221114,22943.20,43134.25
20221115,23029.83,43297.11
20221116,22951.05,43149.01
20221117,23008.60,43257.20
20221118,23178.37,43576.38
20221121,23242.43,43696.82
20221122,23550.62,44276.23
20221124,23796.26,44738.05
20221125,23812.68,44768.91
20221128,23647.72,44458.77
20221129,23519.56,44217.84
20221130,23529.06,44249.91
20221201,23354.06,43920.80
20221202,22919.26,43103.09
20221205,22845.30,42963.99
20221206,23033.13,43317.25
20221207,23047.14,43343.59
20221208,22991.07,43238.14
20221209,23126.52,43492.87
20221212,23055.91,43360.09
20221213,23164.35,43564.02
20221214,23279.88,43781.28
20221215,23263.66,43750.79
20221216,23021.33,43295.04
20221219,22916.46,43097.82
20221220,22688.25,42668.64
20221221,22506.57,42326.97
20221222,22708.96,42707.59
20221223,22611.52,42524.33
20221226,22670.40,42635.08
20221227,22689.00,42670.06
20221228,22749.96,42784.69
20221229,22432.10,42388.02
20221230,22363.32,42258.06
20230104,22073.92,41711.20
20230105,22035.67,41638.92
20230106,21993.28,41558.83
20230110,22014.39,41598.71
20230111,22172.89,41898.22
20230112,22181.05,41913.63
20230113,22107.28,41774.23
20230116,21940.62,41459.31
20230117,22142.11,41840.05
20230118,22470.73,42461.03
20230119,22216.86,41981.30
20230120,22392.07,42312.39
20230123,22539.25,42590.50
20230124,22844.62,43167.52
20230125,22889.10,43251.58
20230126,22900.19,43272.53
20230127,22906.75,43284.93
20230130,22782.17,43061.97
20230131,22742.87,42987.67
20230201,22712.25,42929.80
20230202,22479.12,42489.15
20230203,22418.11,42373.83
20230206,22743.89,42989.60
20230207,22753.15,43007.12
20230208,22675.49,42860.31
20230209,22697.41,42901.74
20230210,22738.69,42979.78
20230213,22748.69,42998.68
20230214,22930.64,43342.59
20230215,22971.45,43419.72
20230216,23101.57,43665.69
20230217,23148.06,43753.56
20230220,23273.81,43991.24
20230221,23343.14,44122.28
20230222,23170.65,43796.25
20230224,23362.65,44159.16
20230227,23436.23,44299.65
20230228,23259.58,43970.97
20230301,23348.68,44139.39
20230302,23330.33,44104.71
20230303,23555.29,44529.99
20230306,23714.02,44830.06
20230307,23797.55,44987.96
20230308,23836.50,45061.59
20230309,24062.86,45489.52
20230310,23702.77,44808.78
20230313,23373.89,44187.05
20230314,22787.94,43079.34
20230315,23017.15,43512.67
20230316,22660.62,42838.66
20230317,22728.97,42967.88
20230320,22410.28,42365.42
20230322,22787.91,43079.30
20230323,22713.94,42939.47
20230324,22636.66,42793.37
20230327,22782.77,43069.58
20230328,22917.50,43324.28
20230329,23178.33,43817.36
20230330,22901.66,44112.38
20230331,23030.47,44361.99
20230403,23144.24,44581.14
20230404,23274.04,44831.17
20230405,22851.59,44017.43
20230406,22699.24,43723.96
20230407,22716.84,43757.86
20230410,22903.53,44117.48
20230411,23118.47,44531.50
20230412,23367.54,45011.27
20230413,23342.06,44962.17
20230414,23464.20,45197.46
20230417,23578.27,45417.18
20230418,23734.97,45719.02
20230419,23763.57,45774.11
20230420,23701.56,45654.66
20230421,23659.49,45573.62
20230424,23630.12,45517.06
20230425,23715.17,45680.88
20230426,23623.55,45504.40
20230427,23732.08,45713.44
20230428,24012.76,46254.57
20230501,24129.07,46478.61
20230502,24019.74,46268.01
20230508,24052.02,46330.20
20230509,24366.09,46935.16
20230510,24334.97,46875.22
20230511,24170.99,46559.36
20230512,24269.05,46748.25
20230515,24537.65,47265.64
20230516,24556.11,47301.19
20230517,24630.32,47444.15
20230518,24869.61,47905.07
20230519,24838.19,47844.54
20230522,25111.39,48370.80
20230523,24978.78,48115.36
20230524,24982.40,48122.34
20230525,24862.96,47892.26
20230526,24794.71,47760.81
20230529,25069.25,48289.62
20230530,24997.94,48152.26
20230531,24568.45,47350.72
20230601,24763.07,47725.82
20230602,25091.43,48358.67
20230605,25506.40,49158.45
20230606,25820.99,49764.75
20230607,25540.80,49224.74
20230608,25506.76,49159.14
20230609,25914.48,49944.94
20230612,25927.24,49969.53
20230613,26242.73,50577.57
20230614,26646.90,51356.52
20230615,26802.79,51656.97
20230616,26874.12,51794.44
20230619,26757.04,51568.79
20230620,26707.36,51473.04
20230621,26876.39,51798.81
20230622,27119.55,52267.46
20230623,26716.55,51490.76
20230626,26747.56,51550.52
20230627,26791.61,51635.43
20230628,27262.91,52543.75
20230629,27025.03,52271.50
20230630,26968.95,52163.04
20230703,27290.50,52784.98
20230704,27147.81,52508.99
20230705,27217.42,52643.62
20230706,26921.51,52071.29
20230707,26686.60,51616.92
20230710,26555.94,51364.21
20230711,26425.49,51111.88
20230712,26263.12,50797.82
20230713,26374.54,51013.33
20230714,26380.38,51024.64
20230718,26513.48,51282.07
20230719,26862.72,51957.58
20230720,26823.19,51881.11
20230721,26870.83,51973.25
20230724,27119.01,52453.29
20230725,27157.20,52527.16
20230726,27072.55,52363.41
20230727,27193.51,52597.38
20230728,27073.87,52380.00
20230731,27457.46,53125.88
20230801,27694.45,53584.41
20230802,27281.32,52785.07
20230803,27013.58,52267.03
20230804,27131.70,52495.58
20230807,27235.98,52697.34
20230808,27410.45,53034.92
20230809,27342.59,52903.62
20230810,27660.21,53518.16
20230814,27429.55,53071.86
20230815,27551.32,53307.47
20230816,27211.70,52650.37
20230817,27119.03,52471.06
20230818,26999.49,52239.77
20230821,27024.08,52287.35
20230822,27304.29,52829.51
20230823,27361.56,52940.32
20230824,27459.07,53128.98
20230825,27268.72,52760.69
20230828,27681.42,53559.19
20230829,27674.14,53545.12
20230830,27763.22,53718.92
20230831,27996.46,54173.38
20230901,28251.20,54666.31
20230904,28655.36,55448.38
20230905,28672.71,55481.95
20230906,28806.09,55740.02
20230907,28855.83,55836.29
20230908,28632.14,55403.43
20230911,28602.65,55346.37
20230912,28776.23,55682.24
20230913,28889.38,55901.19
20230914,29285.37,56667.44
20230915,29616.83,57308.83
20230919,29949.21,57951.98
20230920,29721.61,57511.57
20230921,29561.04,57200.87
20230922,29372.66,56836.34
20230925,29443.78,56973.96
20230926,29356.58,56805.24
20230927,29400.75,56890.70
20230928,28908.03,56642.19
20230929,28490.18,55823.45
20231002,28367.05,55582.21
20231003,27868.31,54604.96
20231004,27107.91,53115.05
20231005,27637.45,54152.62
20231006,27747.36,54367.99
20231010,28500.91,55844.49
20231011,28379.84,55607.25
20231012,28679.59,56194.59
20231013,28347.45,55543.80
20231016,28027.48,54916.85
20231017,28184.89,55225.28
20231018,28225.53,55304.91
20231019,27943.08,54751.47
20231020,27859.18,54587.07
20231023,27685.87,54247.51
20231024,27628.13,54134.36
20231025,27895.78,54658.79
20231026,27622.23,54122.80
20231027,27998.85,54860.74
20231030,27612.36,54103.46
20231031,27850.96,54574.39
20231101,28531.82,55908.54
20231102,28451.73,55751.61
20231106,28814.23,56461.94
20231107,28539.61,55923.81
20231108,28197.09,55252.63
20231109,28716.77,56270.96
20231110,28882.49,56595.69
20231113,28978.49,56783.81
20231114,29093.21,57008.60
20231115,29205.50,57228.63
20231116,29064.16,56951.67
20231117,29357.90,57527.26
20231120,29075.29,56973.49
20231121,28916.59,56662.51
20231122,29106.34,57034.32
20231124,29343.92,57499.86
20231127,29282.96,57380.42
20231128,29228.95,57274.58
20231129,29060.68,56944.85
20231130,29223.60,57274.89
20231201,29398.71,57618.08
20231204,29218.54,57264.97
20231205,29085.57,57004.37
20231206,29550.57,57915.72
20231207,29293.03,57410.97
20231208,28678.95,56207.44
20231211,29070.01,56973.88
20231212,29016.36,56868.73
20231213,28897.36,56635.50
20231214,28370.52,55602.96
20231215,28510.71,55877.71
20231218,28427.17,55713.98
20231219,28679.79,56209.08
20231220,28921.22,56682.27
20231221,28726.03,56299.70
20231222,28854.43,56551.36
20231225,28723.26,56294.28
20231226,28776.59,56398.81
20231227,29104.36,57041.19
20231228,28901.57,56842.58
20231229,29025.11,57085.54
20240104,29518.83,58056.58
20240105,29880.98,58768.84
20240109,29951.14,58906.83
20240110,30269.42,59532.82
20240111,30846.36,60667.52
20240112,31019.45,61007.95
20240115,31629.48,62207.72
20240116,31497.49,61948.14
20240117,31552.29,62055.92
20240118,31533.18,62018.34
20240119,31693.03,62332.72
20240122,32091.88,63117.16
20240123,32015.34,62966.63
20240124,31714.85,62375.64
20240125,31805.79,62554.50
20240126,31345.05,61648.33
20240129,31825.43,62593.12
20240130,31865.41,62686.02
20240131,32266.77,63476.08
20240201,32063.78,63076.76
20240202,31975.21,62902.53
20240205,31954.94,62862.64
20240206,31802.90,62563.56
20240207,32213.35,63371.00
20240208,32242.70,63428.74
20240209,32036.75,63023.60
20240213,32806.78,64538.42
20240214,32578.62,64089.58
20240215,32786.48,64498.49
20240216,33185.39,65283.22
20240219,33373.59,65653.45
20240220,33251.45,65413.19
20240221,33286.78,65482.68
20240222,33514.71,65931.08
20240226,33606.97,66112.56
20240227,33494.55,65891.42
20240228,33448.70,65801.22
20240229,33497.85,65910.98
20240301,33817.10,66539.15
20240304,33585.21,66082.87
20240305,33769.95,66446.36
20240306,33918.26,66738.18
20240307,33839.69,66583.59
20240308,33882.84,66668.49
20240311,33162.78,65251.68
20240312,32940.59,64814.50
20240313,32772.58,64483.93
20240314,32994.99,64921.55
20240315,33256.22,65435.55
20240318,33818.34,66541.58
20240319,34259.47,67409.56
20240321,34689.78,68256.25
20240322,34918.51,68706.29
20240325,34548.15,67977.56
20240326,34631.32,68141.22
20240327,34880.22,68630.95
20240328,34205.65,68172.82
20240329,34294.76,68352.19
20240401,33774.15,67314.57
20240402,33774.99,67316.25
20240403,33763.06,67292.47
20240404,34086.57,67937.25
20240405,33914.24,67593.78
20240408,34226.31,68215.77
20240409,34555.76,68872.37
20240410,34269.95,68302.74
20240411,34300.02,68362.68
20240412,34409.47,68580.82
20240415,34421.42,68604.63
20240416,33655.47,67078.03
20240417,33278.75,66327.20
20240418,33461.89,66692.21
20240419,33172.26,66114.96
20240422,33710.20,67187.11
20240423,33779.07,67324.37
20240424,34186.38,68136.17
20240425,33584.93,66937.44
20240426,33917.22,67599.71
20240430,34739.31,69252.70
20240501,34517.08,68809.70
20240502,34534.11,68843.64
20240507,34620.50,69015.86
20240508,34059.92,67898.34
20240509,34366.14,68508.79
20240510,34757.16,69288.28
20240513,34551.98,68879.26
20240514,34585.69,68946.47
20240515,34481.91,68739.59
20240516,34464.85,68705.57
20240517,34503.99,68783.59
20240520,34815.49,69404.57
20240521,34912.75,69598.46
20240522,34655.55,69085.72
20240523,34707.61,69189.50
20240524,34620.98,69016.82
20240527,35038.93,69850.00
20240528,35110.39,69992.44
20240529,34769.49,69312.86
20240530,34556.81,68888.89
20240531,35043.58,69910.17
20240603,35544.29,70909.07
20240604,35297.45,70416.63
20240605,34673.42,69171.72
20240606,34820.42,69464.99
20240607,34847.22,69518.46
20240610,35049.75,69922.48
20240611,34934.31,69692.19
20240612,34665.96,69156.85
20240613,34133.62,68094.86
20240614,34403.96,68634.16
20240617,33766.32,67362.12
20240618,33887.62,67604.09
20240619,33947.71,67723.98
20240620,33822.65,67474.48
20240621,33901.61,67632.01
20240624,34093.47,68014.76
20240625,34855.17,69534.31
20240626,34807.20,69438.61
20240627,34593.91,69207.79
20240628,34912.19,69844.52
20240701,35427.91,70876.26
20240702,35935.02,71890.79
20240703,36046.63,72114.07
20240704,36347.55,72716.07
20240705,36056.72,72134.25
20240708,35753.01,71526.65
20240709,35928.32,71877.38
20240710,36155.27,72331.40
20240711,36295.97,72612.90
20240712,35800.00,71620.67
20240716,35947.54,71915.83
20240717,36212.54,72445.99
20240718,35888.07,71796.86
20240719,35706.52,71433.64
20240722,35415.47,70851.39
20240723,35614.03,71248.63
20240724,35023.43,70067.08
20240725,34211.66,68443.07
20240726,34094.47,68208.61
20240729,34767.23,69554.52
20240730,34678.26,69391.39
20240731,35087.70,70210.68
20240801,33597.31,67228.39
20240802,31953.92,63939.96
20240805,28004.63,56037.41
20240806,30435.55,60901.71
20240807,31353.56,62738.64
20240808,31042.11,62115.44
20240809,31304.75,62640.97
20240813,32099.32,64230.91
20240814,32571.87,65176.48
20240815,32871.69,65776.42
20240816,33640.46,67314.75
20240819,33292.55,66618.57
20240820,33595.27,67224.31
20240821,33548.07,67129.86
20240822,33644.55,67322.92
20240823,33746.34,67526.61
20240826,33403.34,66840.27
20240827,33715.09,67464.08
20240828,33806.91,67647.80
20240829,33967.56,67969.27
20240830,34157.98,68351.49
20240902,34260.32,68556.28
20240903,34461.83,68959.50
20240904,33366.33,66767.37
20240905,33309.49,66653.61
20240906,33098.96,66232.33
20240909,32869.65,65773.48
20240910,32720.48,65474.99
20240911,32105.17,64243.72
20240912,32730.57,65495.17
20240913,32392.17,64818.02
20240917,32256.01,64545.58
20240918,32371.13,64775.93
20240919,33128.20,66290.86
20240920,33319.39,66673.44
20240924,33614.94,67264.84
20240925,33458.45,66951.70
20240926,34192.06,68419.68
20240927,34218.59,69456.03
20240930,33093.27,67171.89
20241001,33661.42,68325.10
20241002,33420.87,67836.84
20241003,33862.54,68733.33
20241004,33828.72,68664.68
20241007,34302.76,69626.87
20241008,33731.31,68466.96
20241009,33618.33,68237.64
20241010,33841.34,68690.30
20241011,33665.08,68332.54
20241015,33726.91,68458.03
20241016,33598.65,68197.69
20241017,33680.44,68363.71
20241018,33632.02,68265.42
20241021,33490.63,67978.43
20241022,33311.98,67615.82
20241023,33246.49,67482.88
20241024,33159.19,67305.69
20241025,32812.32,66601.61
20241028,33270.14,67530.90
20241029,33584.57,68169.12
20241030,33699.90,68403.20
20241031,33693.72,68394.86
20241101,33191.14,67374.66
20241105,33408.85,67816.60
20241106,33809.76,68630.40
20241107,34265.39,69555.29
20241108,34077.76,69174.40
20241111,33993.30,69002.96
20241112,34172.17,69366.05
20241113,33791.71,68593.76
20241114,33817.37,68645.86
20241115,33971.88,68959.48
20241118,33865.69,68743.92
20241119,34120.37,69260.91
20241120,33840.60,68693.00
20241121,33679.39,68365.77
20241122,33780.10,68570.19
20241125,33887.92,68789.06
20241126,33586.23,68176.66
20241127,33159.45,67310.34
20241128,33361.69,67720.87
20241129,33213.67,67434.79
20241202,33628.12,68276.26
20241203,34157.77,69351.63
20241204,33940.27,68910.02
20241205,33889.53,68807.00
20241206,33747.94,68519.54
20241209,33819.96,68665.76
20241210,33882.10,68791.93
20241211,34007.37,69046.27
20241212,34272.29,69584.14
20241213,34065.72,69164.74
20241216,33936.57,68902.52
20241217,33783.72,68592.18
20241218,33686.06,68393.89
20241219,33715.84,68454.36
20241220,33725.43,68473.82
20241223,33964.87,68959.97
20241224,34012.74,69057.16
20241225,34127.08,69289.32
20241226,34537.70,70123.01
20241227,34881.96,71022.46
20241230,34777.88,70810.56
20250106,34439.14,70120.86
20250107,34443.73,70130.20
20250108,34105.33,69441.18
20250109,33569.13,68349.45
20250110,33233.00,67665.05
20250114,33230.63,67660.23
20250115,33268.09,67736.49
20250116,33096.84,67387.82
20250117,32847.84,66880.84
20250120,33097.29,67388.73
20250121,33076.56,67346.52
20250122,33135.55,67466.63
20250123,33287.34,67775.68
20250124,33375.16,67954.50
20250127,33749.69,68717.07
20250128,33874.91,68972.03
20250129,33915.33,69054.33
20250130,34104.34,69454.52
20250131,34139.48,69528.11
20250203,33506.71,68239.42
20250204,33690.81,68614.35
20250205,33809.07,68855.20
20250206,33727.47,68689.01
20250207,33499.77,68225.29
20250210,33383.13,67987.73
20250212,33434.21,68091.77
20250213,33966.53,69175.88
20250214,33724.73,68683.43
20250217,33652.94,68537.23
20250218,33732.39,68699.05
20250219,33528.25,68283.28
20250220,33209.14,67633.39
20250221,33298.66,67815.70
20250225,33776.94,68789.76
20250226,33699.23,68631.51
20250227,34052.70,69351.38
20250228,33644.42,68522.51
20250303,34255.03,69766.12
20250304,34068.09,69385.37
20250305,34190.64,69634.98
20250306,34367.11,69994.38
