"野村日本株高配当70・配当総額加重型 日次指数値"
※  2000年12月29日 = 10000
,円ベース
年月日,配当除く,配当含む
20050120,11682.83,12646.64
20050121,11718.40,12685.14
20050124,11799.64,12773.08
20050125,11813.43,12788.01
20050126,11866.28,12847.01
20050127,11821.44,12798.46
20050128,11827.11,12804.60
20050131,11840.76,12819.38
20050201,11852.60,12832.19
20050202,11904.52,12888.41
20050203,11839.54,12818.06
20050204,11820.48,12797.43
20050207,11892.87,12875.80
20050208,11885.22,12867.51
20050209,11870.76,12851.86
20050210,11933.38,12919.65
20050214,11962.73,12951.43
20050215,11985.36,12976.36
20050216,11941.31,12928.66
20050217,11988.77,12980.05
20050218,12039.85,13035.34
20050221,12065.46,13063.07
20050222,12027.31,13021.77
20050223,11969.23,12962.14
20050224,12004.61,13000.45
20050225,12111.26,13115.94
20050228,12254.80,13271.39
20050301,12261.80,13278.98
20050302,12300.75,13321.16
20050303,12339.39,13363.01
20050304,12380.80,13407.85
20050307,12463.74,13497.67
20050308,12420.86,13451.23
20050309,12450.13,13482.93
20050310,12416.99,13447.04
20050311,12432.63,13463.98
20050314,12352.14,13376.82
20050315,12342.02,13365.85
20050316,12404.64,13433.66
20050317,12318.90,13340.81
20050318,12425.13,13455.86
20050322,12423.23,13453.79
20050323,12355.51,13380.46
20050324,12342.15,13365.99
20050325,12364.31,13389.99
20050328,12359.55,13508.54
20050329,12160.99,13291.53
20050330,12146.64,13275.84
20050331,12283.71,13425.65
20050401,12300.46,13443.96
20050404,12293.95,13436.84
20050405,12314.76,13459.59
20050406,12377.03,13527.65
20050407,12380.55,13531.49
20050408,12390.66,13542.54
20050411,12267.66,13408.11
20050412,12197.97,13331.94
20050413,12167.19,13298.30
20050414,12098.96,13223.73
20050415,12055.31,13176.02
20050418,11674.91,12760.25
20050419,11799.18,12896.08
20050420,11842.41,12943.33
20050421,11734.34,12825.21
20050422,11807.72,12905.41
20050425,11858.50,12960.92
20050426,11865.53,12968.60
20050427,11892.36,12997.92
20050428,11919.91,13028.04
20050502,11918.49,13026.48
20050506,12084.46,13207.88
20050509,12083.23,13206.53
20050510,12082.76,13206.02
20050511,12060.97,13182.20
20050512,12011.87,13128.54
20050513,11942.68,13052.91
20050516,11827.31,12926.83
20050517,11715.52,12804.64
20050518,11663.56,12747.85
20050519,11820.05,12918.89
20050520,11807.50,12905.17
20050523,11906.24,13013.09
20050524,11887.72,12992.85
20050525,11795.29,12891.83
20050526,11818.57,12921.36
20050527,11896.39,13006.43
20050530,11973.18,13090.40
20050531,11972.30,13089.44
20050601,12027.74,13149.87
20050602,12027.99,13150.14
20050603,12010.16,13130.64
20050606,11985.75,13103.95
20050607,11967.33,13083.82
20050608,12060.51,13185.69
20050609,11975.93,13093.22
20050610,12091.39,13219.45
20050613,12104.88,13234.20
20050614,12103.12,13232.27
20050615,12154.17,13288.10
20050616,12159.74,13294.18
20050617,12273.68,13418.75
20050620,12280.14,13425.81
20050621,12242.71,13384.90
20050622,12297.12,13444.37
20050623,12347.12,13499.04
20050624,12341.95,13493.39
20050627,12221.15,13374.39
20050628,12307.97,13469.40
20050629,12379.96,13548.18
20050630,12428.75,13601.58
20050701,12463.89,13640.03
20050704,12528.24,13710.45
20050705,12535.23,13718.11
20050706,12513.43,13694.24
20050707,12474.80,13651.97
20050708,12450.89,13625.81
20050711,12538.72,13721.92
20050712,12517.93,13699.17
20050713,12521.99,13703.62
20050714,12560.22,13745.45
20050715,12571.48,13757.78
20050719,12596.57,13785.23
20050720,12682.94,13879.75
20050721,12631.58,13823.55
20050722,12572.36,13758.74
20050725,12642.92,13835.96
20050726,12642.84,13837.75
20050727,12720.87,13923.16
20050728,12746.81,13951.55
20050729,12766.25,13972.83
20050801,12821.46,14033.26
20050802,12815.10,14026.29
20050803,12792.92,14002.02
20050804,12678.61,13876.90
20050805,12518.23,13701.37
20050808,12557.22,13744.05
20050809,12710.26,13911.54
20050810,12871.78,14088.33
20050811,12960.25,14185.17
20050812,12928.16,14150.04
20050815,12979.59,14206.33
20050816,13025.05,14256.51
20050817,12993.17,14221.62
20050818,13019.24,14250.15
20050819,12962.03,14187.54
20050822,13085.07,14322.21
20050823,13113.74,14353.59
20050824,13099.60,14338.12
20050825,13071.88,14307.77
20050826,13130.70,14374.95
20050829,13022.56,14256.57
20050830,13154.96,14401.51
20050831,13175.45,14423.94
20050901,13270.13,14527.59
20050902,13357.50,14623.24
20050905,13402.84,14672.88
20050906,13378.28,14646.00
20050907,13339.67,14603.73
20050908,13304.58,14565.32
20050909,13402.33,14672.33
20050912,13492.03,14770.52
20050913,13526.37,14808.11
20050914,13506.24,14786.08
20050915,13678.59,14974.76
20050916,13681.30,14977.72
20050920,13950.70,15272.66
20050921,13968.35,15291.99
20050922,14077.22,15411.17
20050926,14316.19,15672.78
20050927,14153.58,15605.01
20050928,14371.47,15845.24
20050929,14570.70,16064.90
20050930,14407.90,15885.40
20051003,14276.66,15740.71
20051004,14320.35,15788.87
20051005,14201.10,15657.39
20051006,13852.36,15272.89
20051007,13888.10,15312.30
20051011,14140.32,15590.38
20051012,14133.16,15582.49
20051013,14082.10,15526.19
20051014,13975.33,15408.47
20051017,13925.50,15353.53
20051018,13932.82,15361.60
20051019,13858.06,15279.18
20051020,13909.38,15335.77
20051021,13880.87,15304.33
20051024,13793.95,15208.49
20051025,13938.80,15368.20
20051026,14077.50,15521.12
20051027,14174.65,15628.24
20051028,14069.41,15512.20
20051031,14235.68,15695.52
20051101,14360.32,15832.94
20051102,14342.83,15813.66
20051104,14375.41,15849.58
20051107,14293.73,15759.52
20051108,14296.80,15762.91
20051109,14302.50,15769.19
20051110,14289.60,15754.97
20051111,14348.44,15819.85
20051114,14280.66,15745.11
20051115,14235.98,15695.85
20051116,14258.31,15720.47
20051117,14375.37,15849.54
20051118,14510.53,15998.56
20051121,14534.74,16025.25
20051122,14545.35,16036.95
20051124,14515.67,16004.22
20051125,14549.22,16044.31
20051128,14585.08,16083.86
20051129,14607.49,16108.57
20051130,14588.36,16087.47
20051201,14795.56,16315.96
20051202,14972.94,16511.57
20051205,15013.57,16556.37
20051206,14987.50,16527.62
20051207,15069.72,16618.30
20051208,14880.06,16409.15
20051209,14963.35,16500.99
20051212,15148.09,16704.72
20051213,15250.77,16817.95
20051214,15044.72,16590.73
20051215,14867.85,16395.68
20051216,14802.78,16323.93
20051219,14925.17,16458.89
20051220,15072.25,16621.08
20051221,15240.06,16806.14
20051222,15290.11,16861.33
20051226,15334.41,16910.19
20051227,15223.80,16801.06
20051228,15377.32,16970.49
20051229,15405.39,17001.46
20051230,15319.84,16907.05
20060104,15510.53,17117.50
20060105,15595.73,17211.52
20060106,15595.57,17211.35
20060110,15421.70,17019.47
20060111,15522.13,17130.30
20060112,15587.24,17202.16
20060113,15497.20,17102.79
20060116,15399.35,16994.80
20060117,15189.39,16763.08
20060118,14881.09,16422.84
20060119,15109.46,16674.88
20060120,15241.52,16820.62
20060123,15111.07,16676.65
20060124,15216.67,16793.19
20060125,15248.27,16828.07
20060126,15437.61,17038.92
20060127,15644.79,17267.60
20060130,15730.12,17361.78
20060131,15802.02,17441.14
20060201,15611.03,17230.33
20060202,15736.30,17368.60
20060203,15588.43,17205.39
20060206,15654.33,17278.13
20060207,15700.00,17328.54
20060208,15344.14,16935.76
20060209,15441.80,17043.55
20060210,15327.44,16917.32
20060213,15130.02,16699.43
20060214,15263.91,16847.20
20060215,15208.05,16785.56
20060216,15302.22,16889.50
20060217,15210.76,16788.55
20060220,15122.15,16690.74
20060221,15396.22,16993.24
20060222,15354.40,16947.08
20060223,15548.18,17163.28
20060224,15556.71,17172.68
20060227,15684.30,17313.53
20060228,15795.87,17436.69
20060301,15651.43,17277.10
20060302,15687.85,17317.30
20060303,15646.95,17272.15
20060306,15722.20,17355.22
20060307,15629.85,17253.28
20060308,15541.72,17155.99
20060309,15766.71,17404.35
20060310,15756.78,17393.40
20060313,15885.07,17535.00
20060314,15821.46,17464.79
20060315,15906.95,17559.16
20060316,15776.01,17414.62
20060317,15955.56,17612.82
20060320,16156.54,17834.67
20060322,16150.97,17828.52
20060323,16058.95,17726.95
20060324,16135.00,17810.90
20060327,16157.06,17835.25
20060328,16057.95,17891.19
20060329,16097.64,17935.41
20060330,16073.30,17908.29
20060331,16026.49,17856.14
20060403,16188.61,18036.76
20060404,16203.87,18053.77
20060405,16215.34,18066.55
20060406,16429.75,18305.44
20060407,16485.20,18367.22
20060410,16426.78,18302.12
20060411,16394.27,18265.90
20060412,16175.02,18021.63
20060413,16199.96,18049.41
20060414,16162.68,18007.87
20060417,16011.11,17839.00
20060418,16191.27,18039.73
20060419,16215.03,18066.20
20060420,16261.12,18117.56
20060421,16384.01,18254.47
20060424,16042.53,17874.01
20060425,16122.20,17962.77
20060426,16197.53,18046.70
20060427,16234.37,18087.75
20060428,16122.55,17963.16
20060501,16272.77,18130.53
20060502,16437.10,18313.62
20060508,16603.57,18499.10
20060509,16543.24,18431.88
20060510,16375.66,18245.17
20060511,16303.52,18164.79
20060512,16159.59,18004.43
20060515,16109.62,17948.76
20060516,15877.28,17689.89
20060517,16002.90,17829.86
20060518,15774.96,17575.89
20060519,15839.89,17648.23
20060522,15657.70,17445.24
20060523,15419.00,17179.30
20060524,15675.73,17465.34
20060525,15473.69,17240.22
20060526,15755.15,17557.52
20060529,15780.96,17586.28
20060530,15793.57,17600.34
20060531,15517.59,17292.78
20060601,15624.81,17412.24
20060602,15793.85,17600.62
20060605,15654.71,17445.55
20060606,15481.60,17252.64
20060607,15248.78,16993.18
20060608,14713.31,16396.46
20060609,14803.38,16496.84
20060612,14815.14,16509.94
20060613,14420.44,16070.09
20060614,14509.79,16169.66
20060615,14568.96,16235.60
20060616,14952.60,16663.12
20060619,14932.90,16641.18
20060620,14840.98,16538.74
20060621,14822.45,16518.09
20060622,15163.84,16898.53
20060623,15063.48,16786.69
20060626,15063.79,16787.03
20060627,15088.30,16828.91
20060628,14872.37,16588.07
20060629,15097.90,16839.61
20060630,15445.21,17226.99
20060703,15415.77,17194.16
20060704,15553.92,17348.25
20060705,15408.76,17186.34
20060706,15302.53,17067.86
20060707,15366.69,17139.42
20060710,15561.98,17357.23
20060711,15528.16,17319.51
20060712,15359.92,17131.87
20060713,15287.49,17051.07
20060714,15060.96,16798.41
20060718,14713.58,16410.96
20060719,14724.18,16422.78
20060720,15120.22,16864.51
20060721,14959.37,16685.11
20060724,14988.56,16717.66
20060725,15194.20,16947.03
20060726,15116.20,16861.27
20060727,15257.22,17018.58
20060728,15323.08,17092.04
20060731,15343.10,17114.37
20060801,15346.09,17117.67
20060802,15392.40,17169.33
20060803,15392.76,17169.74
20060804,15410.50,17189.52
20060807,15172.10,16923.59
20060808,15367.16,17141.17
20060809,15530.80,17323.71
20060810,15573.03,17370.81
20060811,15551.04,17346.29
20060814,15751.12,17569.46
20060815,15764.15,17584.00
20060816,15955.85,17797.83
20060817,15956.25,17798.27
20060818,16039.10,17890.69
20060821,15900.26,17735.82
20060822,16053.97,17907.28
20060823,16023.89,17873.72
20060824,15923.66,17761.92
20060825,15933.41,17772.80
20060828,15853.26,17685.85
20060829,15988.73,17836.98
20060830,15987.85,17836.00
20060831,16195.70,18067.87
20060901,16143.64,18009.80
20060904,16316.35,18202.47
20060905,16315.66,18201.70
20060906,16204.39,18077.58
20060907,15922.55,17763.15
20060908,15982.17,17829.66
20060911,15816.99,17645.39
20060912,15761.03,17582.96
20060913,15810.12,17637.73
20060914,15989.81,17838.18
20060915,15932.12,17773.83
20060919,15880.57,17716.32
20060920,15740.52,17560.08
20060921,15786.36,17611.21
20060922,15641.56,17449.68
20060925,15603.07,17406.74
20060926,15468.10,17395.16
20060927,15836.71,17809.69
20060928,15967.00,17956.21
20060929,15988.43,17980.31
20061002,16122.83,18131.45
20061003,16063.06,18064.24
20061004,15994.48,17987.11
20061005,16331.16,18365.74
20061006,16308.72,18340.50
20061010,16322.55,18356.06
20061011,16301.55,18332.44
20061012,16278.97,18307.05
20061013,16377.35,18417.69
20061016,16458.87,18509.36
20061017,16390.10,18432.03
20061018,16368.24,18407.44
20061019,16326.00,18359.93
20061020,16456.77,18507.00
20061023,16551.40,18613.42
20061024,16510.95,18567.93
20061025,16451.77,18501.37
20061026,16520.51,18578.68
20061027,16398.19,18441.12
20061030,16195.87,18213.60
20061031,16170.51,18185.07
20061101,16241.42,18264.82
20061102,16253.45,18278.34
20061106,16275.20,18302.80
20061107,16335.19,18370.27
20061108,16265.42,18291.81
20061109,16253.83,18278.77
20061110,16269.72,18296.64
20061113,16206.51,18225.56
20061114,16337.84,18373.25
20061115,16261.50,18287.40
20061116,16183.18,18199.32
20061117,16188.16,18204.93
20061120,15909.96,17892.07
20061121,15976.60,17967.01
20061122,16075.75,18078.51
20061124,15965.99,17955.07
20061127,16078.23,18083.96
20061128,16051.86,18054.29
20061129,16289.60,18321.69
20061130,16516.17,18576.52
20061201,16524.78,18586.29
20061204,16554.72,18619.96
20061205,16588.59,18658.06
20061206,16823.76,18922.57
20061207,16843.28,18944.52
20061208,16768.80,18860.75
20061211,16922.41,19033.52
20061212,16954.54,19069.66
20061213,16984.58,19103.45
20061214,17101.89,19235.40
20061215,17147.28,19286.45
20061218,17290.06,19447.04
20061219,17164.53,19305.85
20061220,17404.78,19576.07
20061221,17516.78,19702.05
20061222,17564.99,19756.27
20061225,17504.79,19688.56
20061226,17592.03,19805.17
20061227,17577.16,19788.42
20061228,17646.38,19866.35
20061229,17694.90,19920.97
20070104,17856.82,20103.27
20070105,17524.89,19729.58
20070109,17653.22,19874.05
20070110,17332.00,19512.43
20070111,17321.26,19500.33
20070112,17550.04,19757.89
20070115,17687.03,19912.12
20070116,17646.19,19866.14
20070117,17607.57,19822.66
20070118,17729.90,19960.38
20070119,17696.90,19923.23
20070122,17869.08,20117.07
20070123,17898.05,20149.68
20070124,18114.96,20393.88
20070125,18037.95,20307.18
20070126,18238.88,20534.90
20070129,18403.54,20720.29
20070130,18351.93,20662.19
20070131,18188.09,20477.72
20070201,18394.91,20710.58
20070202,18559.36,20895.73
20070205,18239.85,20536.00
20070206,18630.49,20975.82
20070207,18678.37,21029.73
20070208,18502.79,20832.04
20070209,18760.32,21121.98
20070213,18944.05,21328.84
20070214,18940.32,21324.65
20070215,19008.21,21401.80
20070216,18891.04,21269.88
20070219,18858.62,21233.38
20070220,18972.22,21361.28
20070221,18866.80,21242.59
20070222,18942.51,21327.82
20070223,19142.52,21556.31
20070226,19338.76,21777.30
20070227,19382.41,21826.46
20070228,18725.11,21086.28
20070301,18608.03,20954.43
20070302,18405.91,20726.82
20070305,17824.94,20072.60
20070306,18163.73,20454.10
20070307,18170.39,20461.60
20070308,18565.13,20906.12
20070309,18613.32,20960.39
20070312,18685.32,21041.47
20070313,18557.73,20897.79
20070314,18077.15,20356.61
20070315,18310.71,20619.62
20070316,18216.06,20513.04
20070319,18423.50,20746.63
20070320,18533.40,20870.39
20070322,18824.28,21197.95
20070323,18982.29,21375.88
20070326,18924.51,21310.82
20070327,18658.16,21182.47
20070328,18540.58,21048.98
20070329,18586.78,21101.43
20070330,18472.18,20971.32
20070402,18095.73,20543.94
20070403,18301.56,20777.62
20070404,18565.07,21076.78
20070405,18433.49,20927.40
20070406,18341.80,20823.31
20070409,18557.38,21068.05
20070410,18534.26,21041.80
20070411,18585.88,21100.41
20070412,18422.05,20914.41
20070413,18175.45,20634.45
20070416,18409.36,20900.00
20070417,18365.12,20849.77
20070418,18512.53,21017.14
20070419,18279.33,20752.39
20070420,18280.65,20753.88
20070423,18262.46,20733.23
20070424,18270.45,20742.30
20070425,18102.60,20551.74
20070426,18165.40,20623.03
20070427,18167.90,20625.87
20070501,18110.97,20561.24
20070502,18215.39,20679.79
20070507,18501.61,21004.73
20070508,18402.34,20892.04
20070509,18517.66,21022.96
20070510,18400.14,20889.54
20070511,18282.08,20755.51
20070514,18486.22,20987.27
20070515,18339.07,20820.21
20070516,18407.97,20898.42
20070517,18308.78,20785.82
20070518,18195.57,20657.29
20070521,18399.19,20888.46
20070522,18543.01,21051.73
20070523,18530.97,21038.06
20070524,18471.31,20970.34
20070525,18204.92,20667.91
20070528,18287.12,20766.49
20070529,18440.16,20940.29
20070530,18462.66,20965.84
20070531,18671.74,21203.26
20070601,18787.52,21334.86
20070604,18868.63,21426.98
20070605,18908.61,21472.38
20070606,18947.74,21516.81
20070607,18852.78,21408.97
20070608,18494.69,21002.33
20070611,18497.60,21005.64
20070612,18375.80,20867.32
20070613,18268.78,20745.79
20070614,18343.08,20830.17
20070615,18510.80,21020.62
20070618,18676.78,21209.11
20070619,18536.26,21049.54
20070620,18625.75,21151.16
20070621,18695.68,21230.57
20070622,18601.67,21123.81
20070625,18497.78,21005.84
20070626,18507.27,21034.39
20070627,18184.58,20667.63
20070628,18243.08,20734.12
20070629,18561.38,21095.89
20070702,18626.04,21169.37
20070703,18687.78,21239.54
20070704,18675.43,21225.50
20070705,18759.37,21320.91
20070706,18617.21,21159.33
20070709,18732.55,21290.42
20070710,18692.57,21244.99
20070711,18481.74,21005.37
20070712,18489.87,21014.61
20070713,18700.00,21253.43
20070717,18730.83,21288.47
20070718,18479.14,21002.42
20070719,18564.32,21099.23
20070720,18620.38,21162.94
20070723,18390.77,20901.98
20070724,18469.14,20991.05
20070725,18330.49,20833.47
20070726,18067.12,20534.14
20070727,17677.16,20090.92
20070730,17728.04,20148.75
20070731,17785.45,20214.01
20070801,17573.69,19973.32
20070802,17682.41,20096.89
20070803,17698.30,20114.96
20070806,17691.52,20107.24
20070807,17543.51,19939.02
20070808,17450.51,19833.33
20070809,17673.87,20087.19
20070810,17193.20,19540.88
20070813,17217.46,19568.46
20070814,17282.07,19641.89
20070815,16889.77,19196.45
20070816,16702.56,18983.67
20070817,15843.96,18007.81
20070820,16301.05,18527.33
20070821,16592.79,18858.91
20070822,16530.03,18787.58
20070823,16960.48,19276.83
20070824,16895.50,19202.96
20070827,16911.95,19221.66
20070828,16899.17,19210.48
20070829,16637.31,18912.81
20070830,16769.14,19062.66
20070831,17162.75,19510.10
20070903,17184.96,19535.36
20070904,17061.02,19394.47
20070905,16770.30,19063.99
20070906,16803.30,19101.50
20070907,16748.13,19038.79
20070910,16495.09,18751.13
20070911,16519.81,18779.23
20070912,16552.58,18816.49
20070913,16565.51,18831.19
20070914,16689.33,18971.94
20070918,16448.91,18698.64
20070919,16938.48,19255.16
20070920,16950.41,19268.73
20070921,16865.83,19172.58
20070925,16967.58,19464.11
20070926,16896.54,19382.61
20070927,17180.44,19708.28
20070928,17248.64,19786.52
20071001,17273.03,19814.50
20071002,17420.94,19984.17
20071003,17670.98,20271.00
20071004,17516.51,20093.80
20071005,17513.25,20090.06
20071009,17536.89,20117.19
20071010,17493.97,20067.95
20071011,17682.47,20284.18
20071012,17598.75,20188.14
20071015,17526.11,20104.82
20071016,17262.55,19802.48
20071017,16999.63,19500.87
20071018,17191.62,19721.12
20071019,16944.72,19437.89
20071022,16756.64,19222.13
20071023,16736.68,19199.24
20071024,16687.59,19142.92
20071025,16479.34,18904.02
20071026,16767.32,19234.38
20071029,17171.31,19697.81
20071030,17029.26,19534.86
20071031,17027.07,19532.35
20071101,17255.92,19794.87
20071102,17014.71,19518.17
20071105,16818.01,19292.53
20071106,16867.16,19348.91
20071107,16780.67,19249.70
20071108,16405.36,18819.17
20071109,16141.24,18516.18
20071112,15744.33,18060.87
20071113,15634.33,17934.69
20071114,16031.94,18390.80
20071115,16143.33,18518.58
20071116,15886.59,18224.06
20071119,15654.35,17957.65
20071120,15850.65,18182.84
20071121,15593.75,17888.14
20071122,15648.33,17950.75
20071126,15914.23,18255.78
20071127,15959.29,18311.19
20071128,15948.56,18298.88
20071129,16286.47,18686.58
20071130,16471.42,18898.83
20071203,16438.89,18861.51
20071204,16232.44,18624.63
20071205,16284.73,18684.64
20071206,16441.23,18864.20
20071207,16616.46,19065.25
20071210,16558.24,18998.45
20071211,16654.01,19108.33
20071212,16541.31,18979.02
20071213,16171.66,18554.90
20071214,16040.48,18404.38
20071217,15852.15,18188.30
20071218,15820.20,18151.65
20071219,15705.65,18020.21
20071220,15732.24,18050.72
20071221,15780.97,18106.63
20071225,15977.39,18353.51
20071226,16101.85,18496.48
20071227,15992.31,18370.65
20071228,15791.36,18139.82
20080104,15149.38,17402.37
20080107,14979.07,17206.72
20080108,15095.56,17340.54
20080109,15428.57,17723.07
20080110,15144.05,17396.24
20080111,14943.59,17165.97
20080115,14739.36,16931.37
20080116,14460.77,16611.34
20080117,14678.50,16861.46
20080118,14695.21,16880.64
20080121,14230.31,16346.61
20080122,13457.12,15458.43
20080123,13797.37,15849.29
20080124,14074.92,16168.11
20080125,14676.51,16859.17
20080128,14221.56,16336.56
20080129,14606.32,16778.54
20080130,14486.71,16641.15
20080131,14691.93,16876.89
20080201,14582.08,16750.69
20080204,14819.81,17023.78
20080205,14854.69,17063.84
20080206,14264.35,16385.71
20080207,14490.65,16645.67
20080208,14347.81,16481.59
20080212,14429.22,16575.10
20080213,14460.47,16611.00
20080214,14966.61,17192.41
20080215,15074.36,17316.19
20080218,15011.27,17243.72
20080219,15180.83,17438.49
20080220,14747.20,16940.38
20080221,15055.14,17294.11
20080222,14917.26,17135.72
20080225,15180.60,17438.23
20080226,15116.93,17366.44
20080227,15235.24,17502.35
20080228,15106.68,17354.67
20080229,14857.21,17067.94
20080303,14296.19,16423.43
20080304,14247.01,16366.94
20080305,14294.17,16421.11
20080306,14513.33,16672.89
20080307,14092.45,16189.38
20080310,13876.81,15941.66
20080311,13943.93,16018.77
20080312,14160.57,16267.63
20080313,13796.17,15849.01
20080314,13515.67,15526.78
20080317,12993.16,14926.51
20080318,13054.90,14997.45
20080319,13410.90,15406.41
20080321,13606.04,15630.59
20080324,13676.21,15711.20
20080325,13918.56,15989.62
20080326,13826.75,16078.32
20080327,13767.39,16009.29
20080328,13954.97,16227.41
20080331,13555.98,15763.45
20080401,13749.19,15988.12
20080402,14298.98,16627.44
20080403,14501.59,16863.05
20080404,14375.96,16716.96
20080407,14496.33,16856.93
20080408,14313.11,16643.87
20080409,14113.92,16412.25
20080410,13981.88,16258.71
20080411,14236.43,16554.71
20080414,13864.74,16122.49
20080415,14015.56,16297.87
20080416,14137.14,16439.25
20080417,14382.43,16724.48
20080418,14513.58,16876.99
20080421,14857.51,17276.93
20080422,14666.11,17054.36
20080423,14692.75,17085.34
20080424,14610.99,16990.26
20080425,14946.11,17379.96
20080428,15050.64,17501.50
20080430,14896.06,17321.68
20080501,14780.72,17187.57
20080502,15064.81,17517.91
20080507,15410.99,17920.47
20080508,15175.33,17646.43
20080509,14876.45,17298.88
20080512,14806.03,17217.00
20080513,14989.75,17430.63
20080514,15141.60,17607.21
20080515,15381.85,17886.58
20080516,15476.66,17996.83
20080519,15589.65,18128.22
20080520,15574.09,18110.13
20080521,15192.29,17666.15
20080522,15305.29,17797.56
20080523,15192.15,17666.00
20080526,14845.63,17263.05
20080527,15126.37,17589.50
20080528,14881.81,17305.12
20080529,15199.02,17673.98
20080530,15529.63,18057.60
20080602,15626.87,18170.67
20080603,15414.54,17923.77
20080604,15619.07,18161.60
20080605,15598.40,18137.56
20080606,15705.23,18261.78
20080609,15334.34,17830.52
20080610,15182.19,17653.61
20080611,15259.84,17743.89
20080612,14900.92,17326.55
20080613,14975.24,17412.96
20080616,15298.17,17788.46
20080617,15295.62,17785.50
20080618,15393.02,17898.75
20080619,14991.80,17432.22
20080620,14828.61,17242.47
20080623,14760.26,17163.00
20080624,14758.03,17160.40
20080625,14780.10,17212.95
20080626,14747.81,17175.36
20080627,14565.66,16963.23
20080630,14706.92,17127.74
20080701,14813.87,17252.29
20080702,14642.38,17052.57
20080703,14546.60,16941.02
20080704,14513.11,16902.02
20080707,14643.66,17054.06
20080708,14418.10,16791.37
20080709,14459.29,16839.34
20080710,14480.37,16863.89
20080711,14400.15,16770.47
20080714,14230.18,16572.52
20080715,13962.10,16260.31
20080716,13926.12,16218.41
20080717,14000.55,16305.09
20080718,13901.52,16189.76
20080722,14325.57,16683.61
20080723,14411.19,16783.32
20080724,14762.70,17192.70
20080725,14456.18,16835.73
20080728,14507.05,16897.28
20080729,14289.60,16643.99
20080730,14526.68,16920.14
20080731,14611.46,17018.89
20080801,14375.02,16743.49
20080804,14128.87,16456.79
20080805,14113.33,16438.68
20080806,14406.12,16779.72
20080807,14264.19,16614.40
20080808,14286.10,16639.92
20080811,14508.94,16899.47
20080812,14464.44,16847.65
20080813,14243.35,16590.12
20080814,14223.97,16567.56
20080815,14260.50,16610.10
20080818,14383.97,16753.91
20080819,14072.76,16391.43
20080820,13966.16,16267.26
20080821,13917.60,16210.71
20080822,13862.98,16147.08
20080825,14098.59,16421.52
20080826,13987.23,16293.81
20080827,13975.35,16279.96
20080828,13914.43,16209.00
20080829,14307.84,16667.28
20080901,14016.22,16327.57
20080902,13795.26,16070.18
20080903,13940.51,16239.38
20080904,13744.41,16010.94
20080905,13475.92,15698.17
20080908,13821.60,16100.85
20080909,13510.94,15738.96
20080910,13535.18,15767.20
20080911,13263.80,15451.08
20080912,13333.32,15532.05
20080916,12657.70,14745.02
20080917,12690.03,14782.68
20080918,12360.20,14398.46
20080919,12888.80,15014.24
20080922,13247.76,15432.38
20080924,13234.52,15416.97
20080925,12971.32,15283.33
20080926,12954.28,15263.26
20080929,12660.82,14917.49
20080930,12173.30,14343.07
20081001,12420.30,14634.10
20081002,12241.94,14423.95
20081003,11891.78,14011.38
20081006,11405.86,13438.84
20081007,11096.59,13074.45
20081008,10281.13,12113.64
20081009,10295.92,12131.07
20081010,9491.34,11183.08
20081014,10791.14,12714.55
20081015,10756.31,12673.52
20081016,9749.77,11487.57
20081017,10172.98,11986.22
20081020,10586.59,12473.55
20081021,10977.39,12934.00
20081022,10280.77,12113.21
20081023,10158.67,11969.35
20081024,9547.59,11249.36
20081027,8923.16,10513.63
20081028,9403.47,11079.54
20081029,9952.39,11726.31
20081030,10791.50,12714.98
20081031,10260.19,12088.97
20081104,10651.05,12549.49
20081105,11245.31,13249.68
20081106,10597.77,12486.72
20081107,10206.86,12026.13
20081110,10633.40,12528.71
20081111,10350.13,12194.95
20081112,10130.34,11935.97
20081113,9740.81,11477.02
20081114,9868.19,11627.10
20081117,9925.38,11694.48
20081118,9803.59,11550.99
20081119,9789.16,11533.98
20081120,9338.57,11003.09
20081121,9538.86,11239.07
